Latitude  Longitude
45.0519585 7.655363167 
45.05196 7.6553645 
45.051960833 7.655365 
45.051962 7.6553655 
45.051963667 7.655366167 
45.051964833 7.655366 
45.051965667 7.655366833 
45.051966167 7.655367333 
45.051967 7.655368167 
45.0519675 7.6553695 
45.051968 7.655370667 
45.051969 7.6553715 
45.051970167 7.655372333 
45.0519715 7.6553735 
45.051972167 7.6553735 
45.051972833 7.655373 
45.051974 7.655373167 
45.051975 7.655373333 
45.051976 7.655373333 
45.051976667 7.655373167 
45.051978167 7.655373 
45.051978833 7.655373167 
45.051981 7.655374167 
45.051982667 7.655375 
45.051984833 7.655377167 
45.051986 7.655378333 
45.0519895 7.655383 
45.0519905 7.655383333 
45.051991167 7.655382 
45.0519925 7.6553815 
45.051993667 7.655380833 
45.051994667 7.655380167 
45.051996667 7.6553795 
45.051998167 7.655378833 
45.051998333 7.6553775 
45.051998167 7.655373833 
45.051998333 7.655372 
45.051999333 7.655371667 
45.052000167 7.655371333 
45.052000833 7.655370833 
45.052000333 7.655369167 
45.051999833 7.655367333 
45.0520005 7.655365833 
45.052002167 7.655363833 
45.052001833 7.655361333 
45.051999833 7.655358167 
45.051990167 7.655346167 
45.051976 7.655327333 
45.051948167 7.6552945 
45.051907667 7.655258667 
45.051865167 7.655216 
45.051817833 7.655165167 
45.051777833 7.655117 
45.0517495 7.655079667 
45.051735667 7.655062333 
45.051731333 7.655056333 
45.051727667 7.6550535 
45.0517255 7.655052833 
45.051722833 7.655051 
45.051722 7.655049667 
45.0517215 7.6550485 
45.051721167 7.655048 
45.0517205 7.655048 
45.051719333 7.655048667 
45.051718333 7.655048833 
45.051718167 7.655048833 
45.051717 7.655048333 
45.051716667 7.655049667 
45.0517165 7.655050333 
45.051716333 7.655050667 
45.051716 7.655051167 
45.051715667 7.655051833 
45.051715667 7.655052 
45.051716 7.655052167 
45.051716167 7.655052333 
45.051716167 7.655053 
45.0517165 7.655053 
45.051715833 7.655053667 
45.0517155 7.655053667 
45.051715333 7.6550535 
45.051714667 7.655053833 
45.0517135 7.655053333 
45.051711667 7.655051833 
45.05171 7.655051 
45.051709 7.655050167 
45.051709 7.655049333 
45.051708667 7.655049167 
45.051708667 7.6550485 
45.051708 7.655047667 
45.051707 7.655046667 
45.0517035 7.655042833 
45.051696167 7.655033 
45.0516875 7.655020333 
45.0516795 7.655007167 
45.051671833 7.6549955 
45.051664333 7.654983833 
45.0516575 7.654974 
45.051653 7.6549675 
45.0516515 7.654965333 
45.051651333 7.654965667 
45.051651833 7.654966167 
45.051652167 7.654966833 
45.051652667 7.654967667 
45.051652167 7.654967167 
45.051648 7.654962167 
45.051639167 7.654950333 
45.051623 7.654931833 
45.051598 7.654912833 
45.051561833 7.6549025 
45.051521167 7.6549085 
45.051476667 7.654933833 
45.051437167 7.654980667 
45.051403667 7.655046667 
45.051372833 7.655118 
45.051343 7.655185333 
45.051289833 7.655309 
45.051269667 7.655384333 
45.051254 7.6554725 
45.051236833 7.655566833 
45.0512165 7.655668333 
45.051195667 7.6557755 
45.051174 7.655883667 
45.051151 7.655995 
45.051128333 7.656109333 
45.051106333 7.656226333 
45.051082 7.6563435 
45.051057667 7.656462667 
45.0510345 7.656583167 
45.051010333 7.6567045 
45.050986833 7.6568255 
45.050963833 7.656945333 
45.0509415 7.657063333 
45.050920167 7.6571765 
45.050900667 7.657281167 
45.050882667 7.6573725 
45.050866167 7.6574535 
45.050850833 7.6575295 
45.050835667 7.657603833 
45.050820167 7.6576815 
45.050805167 7.657764 
45.050789167 7.657849667 
45.050772 7.657937333 
45.050755167 7.6580245 
45.050739 7.658107167 
45.050725 7.658179333 
45.050711833 7.658245667 
45.050699 7.658309 
45.0506865 7.658373833 
45.050672667 7.658441333 
45.050655667 7.658509 
45.050639667 7.6585775 
45.050624667 7.658645 
45.050609333 7.658712333 
45.050594 7.658780667 
45.050579167 7.658850667 
45.050563667 7.658921833 
45.050547333 7.658994 
45.050533 7.659066167 
45.050517833 7.659134333 
45.050503833 7.659198667 
45.0504905 7.659257167 
45.0504795 7.6593085 
45.0504725 7.659351833 
45.050466667 7.659383167 
45.050463 7.659404333 
45.0504595 7.659419833 
45.050458833 7.659431 
45.0504595 7.659436 
45.050459833 7.6594375 
45.05046 7.659438333 
45.050461167 7.659438833 
45.050462 7.659439 
45.050461667 7.659438667 
45.050462167 7.659438667 
45.050462833 7.659438667 
45.050465333 7.659439 
45.050468833 7.659439667 
45.0504715 7.659440333 
45.050473833 7.659440667 
45.0504745 7.6594405 
45.0504745 7.659440167 
45.050475167 7.659440167 
45.0504735 7.6594395 
45.050472833 7.659438833 
45.0504725 7.659438333 
45.050471833 7.659438 
45.050471 7.659437667 
45.050469833 7.659437333 
45.050469167 7.659437 
45.050469333 7.659437333 
45.050469 7.659437 
45.050468 7.659436333 
45.050467333 7.659436 
45.050468 7.659435667 
45.050468 7.659434833 
45.050467833 7.659434333 
45.0504675 7.659433833 
45.050468 7.659433167 
45.050468167 7.659433 
45.050474833 7.659434333 
45.050474 7.659438833 
45.050474833 7.659455333 
45.050474333 7.659488 
45.050467833 7.659536833 
45.050458667 7.6595995 
45.050449167 7.659670667 
45.0504445 7.659750667 
45.050434667 7.65984 
45.050421 7.659938833 
45.050410167 7.660046667 
45.0503905 7.660282667 
45.050377 7.660403667 
45.05036 7.660519333 
45.0503365 7.660632667 
45.050312167 7.660744833 
45.050293167 7.660853167 
45.050267333 7.660946667 
45.050247333 7.661024667 
45.05023 7.661084833 
45.050223333 7.661127 
45.050216333 7.661152333 
45.0502065 7.661164167 
45.050190833 7.661168333 
45.050175167 7.661169333 
45.050162333 7.661167667 
45.050151333 7.661166 
45.0501415 7.661164 
45.0501305 7.661162167 
45.050121 7.661160333 
45.050112667 7.661158833 
45.050106 7.661157833 
45.0501 7.661157 
45.050094333 7.661156167 
45.050089833 7.661155667 
45.0500855 7.661154833 
45.0500805 7.661153667 
45.050076333 7.661152333 
45.050070833 7.661150667 
45.050065667 7.661149167 
45.050061667 7.661147833 
45.050058167 7.661147 
45.050054167 7.661145833 
45.0500505 7.6611445 
45.050048167 7.6611435 
45.0500455 7.661142833 
45.050043 7.661142 
45.050040167 7.661140833 
45.050037167 7.6611395 
45.050034667 7.6611385 
45.050032833 7.661137667 
45.050030667 7.6611365 
45.050016579 7.661163725 
45.050002490 7.661190950 
45.049988402 7.661218175 
45.049974314 7.661245400 
45.049960225 7.661272625 
45.049946137 7.661299850 
45.049932049 7.661327075 
45.049917960 7.661354300 
45.049903872 7.661381525 
45.049889783 7.661408750 
45.049875695 7.661435975 
45.049861607 7.661463200 
45.049847518 7.661490425 
45.049833430 7.661517650 
45.049819342 7.661544875 
45.049805253 7.661572100 
45.049791165 7.661599325 
45.049777077 7.661626550 
45.049762988 7.661653775 
45.0497489 7.6616810 
45.049765341 7.661716776 
45.049781781457 7.661752552691922 
45.049739025 7.661854242 
45.049696269 7.661955932 
45.049653513 7.662057621 
45.049610756 7.662159311 
45.0495680 7.6622610 
45.049529571 7.662333857 
45.049491143 7.662406714 
45.049452714 7.662479571 
45.049414286 7.662552429 
45.049375857 7.662625286 
45.049337429 7.662698143 
45.0492990 7.6627710 
45.049267187 7.662834512 
45.049235375 7.662898025 
45.049203562 7.662961538 
45.049171750 7.663025050 
45.049139938 7.663088562 
45.049108125 7.663152075 
45.049076312 7.663215587 
45.0490445 7.6632791 
45.048980417 7.663339717 
45.048916333 7.663400333 
45.048852250 7.663460950 
45.048788167 7.663521567 
45.048724083 7.663582183 
45.0486600 7.6636428 
45.048649950 7.663656241 
45.048639900 7.663669682 
45.048629850 7.663683123 
45.048609750 7.663710005 
45.048599700 7.663723445 
45.048589650 7.663736886 
45.048579600 7.663750327 
45.048569550 7.663763768 
45.048559500 7.663777209 
45.048549450 7.663790650 
45.048539400 7.663804091 
45.048529350 7.663817532 
45.048519300 7.663830973 
45.048509250 7.663844414 
45.048499200 7.663857855 
45.048489150 7.663871295 
45.048479100 7.663884736 
45.048469050 7.663898177 
45.048459000 7.663911618 
45.048448950 7.663925059 
45.0484389 7.6639385 
45.048486043 7.663997936 
45.048533186 7.664057371 
45.048580329 7.664116807 
45.048627471 7.664176243 
45.048674614 7.664235679 
45.048721757 7.664295114 
45.048768900 7.664354550 
45.048816043 7.664413986 
45.048863186 7.664473421 
45.048910329 7.664532857 
45.048957471 7.664592293 
45.049004614 7.664651729 
45.049051757 7.664711164 
45.0490989 7.6647706 
45.049113300 7.664785700 
45.049127700 7.664800800 
45.049142100 7.664815900 
45.049156500 7.664831000 
45.049170900 7.664846100 
45.049185300 7.664861200 
45.049199700 7.664876300 
45.049214100 7.664891400 
45.049228500 7.664906500 
45.049242900 7.664921600 
45.049257300 7.664936700 
45.049271700 7.664951800 
45.049286100 7.664966900 
45.0493005 7.6649820 
45.049302486 7.664984121 
45.049304471 7.664986243 
45.049306457 7.664988364 
45.049308443 7.664990486 
45.049310429 7.664992607 
45.049312414 7.664994729 
45.049314400 7.664996850 
45.049316386 7.664998971 
45.049318371 7.665001093 
45.049320357 7.665003214 
45.049322343 7.665005336 
45.049324329 7.665007457 
45.049326314 7.665009579 
45.0493283 7.6650117 
45.049332779 7.665020100 
45.049337257 7.665028500 
45.049341736 7.665036900 
45.049346214 7.665045300 
45.049350693 7.665053700 
45.049355171 7.665062100 
45.049359650 7.665070500 
45.049364129 7.665078900 
45.049368607 7.665087300 
45.049373086 7.665095700 
45.049377564 7.665104100 
45.049382043 7.665112500 
45.049386521 7.665120900 
45.0493910 7.6651293 
45.049434025 7.665170400 
45.049477050 7.665211500 
45.049520075 7.665252600 
45.049563100 7.665293700 
45.049606125 7.665334800 
45.049649150 7.665375900 
45.049692175 7.665417000 
45.0497352 7.6654581 
45.049798430 7.665531360 
45.049861660 7.665604620 
45.049924890 7.665677880 
45.049988120 7.665751140 
45.050051350 7.665824400 
45.050114580 7.665897660 
45.050177810 7.665970920 
45.050241040 7.666044180 
45.050304270 7.666117440 
45.050367500 7.666190700 
45.050430730 7.666263960 
45.050493960 7.666337220 
45.050620420 7.666483740 
45.050683650 7.666557000 
45.050746880 7.666630260 
45.050810110 7.666703520 
45.050873340 7.666776780 
45.050936570 7.666850040 
45.0509998 7.6669233 
45.051058800 7.666984925 
45.051117800 7.667046550 
45.051176800 7.667108175 
45.051235800 7.667169800 
45.051294800 7.667231425 
45.051353800 7.667293050 
45.051412800 7.667354675 
45.0514718 7.6674163 
45.051472710 7.667419925 
45.051473620 7.667423550 
45.051474530 7.667427175 
45.051475440 7.667430800 
45.051476350 7.667434425 
45.051477260 7.667438050 
45.051478170 7.667441675 
45.051479080 7.667445300 
45.051479990 7.667448925 
45.051480900 7.667452550 
45.051481810 7.667456175 
45.051482720 7.667459800 
45.051483630 7.667463425 
45.051484540 7.667467050 
45.051485450 7.667470675 
45.051486360 7.667474300 
45.051487270 7.667477925 
45.051488180 7.667481550 
45.051489090 7.667485175 
45.0514900 7.6674888 
45.051498337 7.667494162 
45.051506675 7.667499525 
45.051515012 7.667504887 
45.051523350 7.667510250 
45.051531688 7.667515612 
45.051540025 7.667520975 
45.051548363 7.667526338 
45.0515567 7.6675317 
45.051576035 7.667553220 
45.051595370 7.667574740 
45.051614705 7.667596260 
45.051634040 7.667617780 
45.051653375 7.667639300 
45.051672710 7.667660820 
45.051692045 7.667682340 
45.051711380 7.667703860 
45.051730715 7.667725380 
45.051750050 7.667746900 
45.051769385 7.667768420 
45.051788720 7.667789940 
45.051808055 7.667811460 
45.051827390 7.667832980 
45.051846725 7.667854500 
45.051866060 7.667876020 
45.051885395 7.667897540 
45.051904730 7.667919060 
45.051924065 7.667940580 
45.0519434 7.6679621 
45.051994212 7.668012462 
45.052045025 7.668062825 
45.052095837 7.668113187 
45.052146650 7.668163550 
45.052197463 7.668213912 
45.052248275 7.668264275 
45.052299088 7.668314637 
45.0523499 7.6683650 
45.052368995 7.668389920 
45.052388090 7.668414840 
45.052407185 7.668439760 
45.052426280 7.668464680 
45.052445375 7.668489600 
45.052464470 7.668514520 
45.052483565 7.668539440 
45.052502660 7.668564360 
45.052521755 7.668589280 
45.052540850 7.668614200 
45.052559945 7.668639120 
45.052579040 7.668664040 
45.052598135 7.668688960 
45.052617230 7.668713880 
45.052636325 7.668738800 
45.052655420 7.668763720 
45.052674515 7.668788640 
45.052693610 7.668813560 
45.052712705 7.668838480 
45.0527318 7.6688634 
45.052742120 7.668876240 
45.052752440 7.668889080 
45.052762760 7.668901920 
45.052773080 7.668914760 
45.052783400 7.668927600 
45.052793720 7.668940440 
45.052804040 7.668953280 
45.052814360 7.668966120 
45.052824680 7.668978960 
45.0528350 7.6689918 
45.052896622 7.669063600 
45.052958244 7.669135400 
45.053019867 7.669207200 
45.053081489 7.669279000 
45.053143111 7.669350800 
45.053204733 7.669422600 
45.053266356 7.669494400 
45.053327978 7.669566200 
45.053389600 7.669638000 
45.053451222 7.669709800 
45.053512844 7.669781600 
45.053574467 7.669853400 
45.053636089 7.669925200 
45.053697711 7.669997000 
45.053759333 7.670068800 
45.053820956 7.670140600 
45.053882578 7.670212400 
45.0539442 7.6702842 
45.054039150 7.670369025 
45.054134100 7.670453850 
45.054229050 7.670538675 
45.0543240 7.6706235 
45.054393583 7.670691042 
45.054463167 7.670758583 
45.054532750 7.670826125 
45.054602333 7.670893667 
45.054671917 7.670961208 
45.054741500 7.671028750 
45.054811083 7.671096292 
45.054880667 7.671163833 
45.054950250 7.671231375 
45.055019833 7.671298917 
45.055089417 7.671366458 
45.0551590 7.6714340 
45.055224192 7.671354192 
45.055289383 7.671274383 
45.055354575 7.671194575 
45.055419767 7.671114767 
45.055484958 7.671034958 
45.055550150 7.670955150 
45.055615342 7.670875342 
45.055680533 7.670795533 
45.055745725 7.670715725 
45.055810917 7.670635917 
45.055876108 7.670556108 
45.0559413 7.6704763 
45.056009675 7.670397475 
45.056078050 7.670318650 
45.056146425 7.670239825 
45.0562148 7.6701610 
45.056268418 7.670081718 
45.056322036 7.670002436 
45.056375655 7.669923155 
45.056429273 7.669843873 
45.056482891 7.669764591 
45.056536509 7.669685309 
45.056590127 7.669606027 
45.056643745 7.669526745 
45.056697364 7.669447464 
45.056750982 7.669368182 
45.056804600 7.669288900 
45.056858218 7.669209618 
45.056911836 7.669130336 
45.056965455 7.669051055 
45.057019073 7.668971773 
45.057072691 7.668892491 
45.057126309 7.668813209 
45.057179927 7.668733927 
45.057233545 7.668654645 
45.057287164 7.668575364 
45.057340782 7.668496082 
45.0573944 7.6684168 
45.057467150 7.668249650 
45.0575399 7.6680825 
45.057593365 7.667946373 
45.057646831 7.667810246 
45.057700296 7.667674119 
45.057753762 7.667537992 
45.057807227 7.667401865 
45.057860692 7.667265738 
45.057914158 7.667129612 
45.057967623 7.666993485 
45.058021088 7.666857358 
45.058074554 7.666721231 
45.058128019 7.666585104 
45.058181485 7.666448977 
45.058234950 7.666312850 
45.058288415 7.666176723 
45.058341881 7.666040596 
45.058395346 7.665904469 
45.058448812 7.665768342 
45.058502277 7.665632215 
45.058555742 7.665496088 
45.058609208 7.665359962 
45.058662673 7.665223835 
45.058716138 7.665087708 
45.058769604 7.664951581 
45.058823069 7.664815454 
45.058876535 7.664679327 
45.0589300 7.6645432 
45.058982600 7.664398900 
45.0590352 7.6642546 
45.059070925 7.664166285 
45.059106650 7.664077970 
45.059142375 7.663989655 
45.059178100 7.663901340 
45.059213825 7.663813025 
45.059249550 7.663724710 
45.059285275 7.663636395 
45.059321000 7.663548080 
45.059356725 7.663459765 
45.059392450 7.663371450 
45.059428175 7.663283135 
45.059463900 7.663194820 
45.059499625 7.663106505 
45.059535350 7.663018190 
45.059571075 7.662929875 
45.059606800 7.662841560 
45.059642525 7.662753245 
45.059678250 7.662664930 
45.059713975 7.662576615 
45.0597497 7.6624883 
45.059743262 7.662488875 
45.059736825 7.662489450 
45.059730387 7.662490025 
45.059723950 7.662490600 
45.059717513 7.662491175 
45.059711075 7.662491750 
45.059704637 7.662492325 
45.0596982 7.6624929 
45.059716833 7.662471917 
45.059735467 7.662450933 
45.059754100 7.662429950 
45.059772733 7.662408967 
45.059791367 7.662387983 
45.0598100 7.6623670 
45.059843618 7.662269977 
45.059877236 7.662172955 
45.059910855 7.662075932 
45.059944473 7.661978909 
45.059978091 7.661881886 
45.060011709 7.661784864 
45.060045327 7.661687841 
45.060112564 7.661493795 
45.060146182 7.661396773 
45.060179800 7.661299750 
45.060213418 7.661202727 
45.060247036 7.661105705 
45.060280655 7.661008682 
45.060314273 7.660911659 
45.060347891 7.660814636 
45.060381509 7.660717614 
45.060415127 7.660620591 
45.060448745 7.660523568 
45.060482364 7.660426545 
45.060515982 7.660329523 
45.0605496 7.6602325 
45.060589467 7.660141900 
45.060629333 7.660051300 
45.060669200 7.659960700 
45.060709067 7.659870100 
45.060748933 7.659779500 
45.0607888 7.6596889 
45.060809311 7.659624611 
45.060829822 7.659560322 
45.060850333 7.659496033 
45.060870844 7.659431744 
45.060891356 7.659367456 
45.060911867 7.659303167 
45.060932378 7.659238878 
45.060952889 7.659174589 
45.0609734 7.6591103 
45.060973992 7.659112946 
