Latitude  Longitude
45.060974585 7.659115592 
45.060975177 7.659118238 
45.060975769 7.659120885 
45.060976362 7.659123531 
45.060976954 7.659126177 
45.060977546 7.659128823 
45.060978138 7.659131469 
45.060978731 7.659134115 
45.060979323 7.659136762 
45.060979915 7.659139408 
45.060980508 7.659142054 
45.0609811 7.6591447 
45.060979067 7.659124800 
45.060977033 7.659104900 
45.0609750 7.6590850 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.060975000 7.659085000 
45.0609750 7.6590850 
45.060975678 7.659091633 
45.060976356 7.659098267 
45.060977033 7.659104900 
45.060977711 7.659111533 
45.060978389 7.659118167 
45.060979067 7.659124800 
45.060979744 7.659131433 
45.060980422 7.659138067 
45.0609811 7.6591447 
45.060980083 7.659134750 
45.060979067 7.659124800 
45.060978050 7.659114850 
45.060977033 7.659104900 
45.060976017 7.659094950 
45.0609750 7.6590850 
45.060975000 7.659085000 
45.0609750 7.6590850 
45.061008120 7.659004965 
45.061041240 7.658924930 
45.061074360 7.658844895 
45.061107480 7.658764860 
45.061140600 7.658684825 
45.061173720 7.658604790 
45.061206840 7.658524755 
45.061239960 7.658444720 
45.061273080 7.658364685 
45.061306200 7.658284650 
45.061339320 7.658204615 
45.061372440 7.658124580 
45.061405560 7.658044545 
45.061438680 7.657964510 
45.061471800 7.657884475 
45.061504920 7.657804440 
45.061538040 7.657724405 
45.061571160 7.657644370 
45.061604280 7.657564335 
45.0616374 7.6574843 
45.061672956 7.657397733 
45.061708511 7.657311167 
45.061744067 7.657224600 
45.061779622 7.657138033 
45.061815178 7.657051467 
45.061850733 7.656964900 
45.061886289 7.656878333 
45.061921844 7.656791767 
45.0619574 7.6567052 
45.061989260 7.656644480 
45.062021120 7.656583760 
45.062052980 7.656523040 
45.062084840 7.656462320 
45.062116700 7.656401600 
45.062148560 7.656340880 
45.062180420 7.656280160 
45.062212280 7.656219440 
45.062244140 7.656158720 
45.0622760 7.6560980 
45.062346144 7.656083100 
45.062416289 7.656068200 
45.062486433 7.656053300 
45.062556578 7.656038400 
45.062626722 7.656023500 
45.062767011 7.655993700 
45.0629073 7.6559639 
45.062991600 7.655937467 
45.063075900 7.655911033 
45.0631602 7.6558846 
45.063286785 7.655857277 
45.063350077 7.655843615 
45.063539954 7.655802631 
45.063729831 7.655761646 
45.063919708 7.655720662 
45.064117883 7.655814617 
45.064320208 7.655976042 
45.064522533 7.656137467 
45.064724858 7.656298892 
45.064896367 7.656450833 
45.065085418 7.656595518 
45.065290945 7.656738945 
45.065496473 7.656882373 
45.065702000 7.657025800 
45.065907527 7.657169227 
45.066044545 7.657264845 
45.066250073 7.657408273 
45.0664556 7.6575517 
45.0666257 7.6576474 
45.066782837 7.657756338 
45.066939975 7.657865276 
45.067097112 7.657974214 
45.067254250 7.658083152 
45.067411387 7.658192090 
45.067568524 7.658301028 
45.067725662 7.658409966 
45.067882799 7.658518904 
45.068039936 7.658627842
